1669739112.785771,1
1669739112.891785,36
1669739112.998734,75
1669739113.106493,100
1669739113.215731,100
1669739113.323133,99
1669739113.430549,99
1669739113.537145,99
1669739113.649196,96
1669739113.758690,99
1669739113.865280,92
1669739113.974221,71
1669739114.084453,65
1669739114.190270,89
1669739114.296158,93
1669739114.401622,88
1669739114.507700,71
1669739114.613266,53
1669739114.718753,55
1669739114.832947,55
1669739114.941974,51
1669739115.052502,50
1669739115.160152,52
1669739115.270067,52
1669739115.378974,53
1669739115.487111,54
1669739115.599912,54
1669739115.706511,52
1669739115.814035,59
1669739115.920948,62
1669739116.027414,62
1669739116.133481,72
1669739116.242485,85
1669739116.348599,81
1669739116.455853,69
1669739116.562118,55
1669739116.668074,60
1669739116.776278,61
1669739116.883938,64
1669739116.989761,63
1669739117.096175,75
1669739117.204121,82
1669739117.311443,84
1669739117.418615,83
1669739117.526632,55
1669739117.634268,57
1669739117.742645,55
1669739117.852736,54
1669739117.958212,55
1669739118.065184,55
1669739118.172232,55
1669739118.282439,55
1669739118.393245,56
1669739118.499484,56
1669739118.607796,55
1669739118.720759,56
1669739118.827741,57
1669739118.934608,56
1669739119.040065,56
1669739119.148052,56
1669739119.253527,54
1669739119.361355,57
1669739119.468433,56
1669739119.575302,57
1669739119.681290,57
1669739119.795022,57
1669739119.901177,58
1669739120.008193,59
1669739120.116695,58
1669739120.222977,59
1669739120.331478,58
1669739120.439622,58
1669739120.548351,56
1669739120.654541,59
1669739120.763597,59
1669739120.869433,59
1669739120.975456,60
1669739121.081700,59
1669739121.188102,59
1669739121.296563,59
1669739121.404327,60
1669739121.516485,61
1669739121.622655,61
1669739121.728472,61
1669739121.834209,60
1669739121.945533,62
1669739122.053981,62
1669739122.162190,61
1669739122.273494,61
1669739122.381459,63
1669739122.488629,63
1669739122.600081,61
1669739122.707111,73
1669739122.820992,72
1669739122.929336,71
1669739123.037446,76
1669739123.143247,83
1669739123.249380,97
1669739123.357596,92
1669739123.463921,78
1669739123.569398,66
1669739123.678181,64
1669739123.787658,71
1669739123.895463,74
1669739124.011287,73
1669739124.118945,87
1669739124.237431,85
1669739124.345361,92
1669739124.451885,92
1669739124.558767,81
1669739124.664426,67
1669739124.770631,64
1669739124.879715,71
1669739124.987772,75
1669739125.092975,76
1669739125.199768,87
1669739125.307774,85
1669739125.414665,94
1669739125.520953,93
1669739125.630157,71
1669739125.736569,66
1669739125.844254,64
1669739125.952246,66
1669739126.059904,66
1669739126.167713,66
1669739126.274688,66
1669739126.381108,66
1669739126.487204,66
1669739126.592731,68
1669739126.699551,68
1669739126.805533,66
1669739126.914993,69
1669739127.020719,67
1669739127.128925,68
1669739127.235651,67
1669739127.343774,69
1669739127.449651,69
1669739127.555621,67
1669739127.662159,69
1669739127.768930,68
1669739127.875875,68
1669739127.982160,70
1669739128.092228,70
1669739128.200158,69
1669739128.310250,68
1669739128.415745,71
1669739128.520805,70
1669739128.632646,69
1669739128.739635,70
1669739128.846634,70
1669739128.955420,70
1669739129.061476,69
1669739129.168216,70
1669739129.274029,70
1669739129.384036,70
1669739129.492280,71
1669739129.599602,71
1669739129.707036,72
1669739129.814853,71
1669739129.921841,72
1669739130.029618,72
1669739130.138039,72
1669739130.252180,72
1669739130.364181,72
1669739130.472129,73
1669739130.579500,72
1669739130.685812,74
1669739130.792368,74
1669739130.899439,82
1669739131.005627,83
1669739131.112159,83
1669739131.225586,82
1669739131.332239,94
1669739131.438656,95
1669739131.545929,92
1669739131.652852,93
1669739131.760259,85
1669739131.870654,91
1669739131.986712,90
1669739132.093150,75
1669739132.199248,76
1669739132.305816,74
1669739132.413286,75
1669739132.518660,75
1669739132.851657,77
1669739132.958302,77
1669739133.065347,77
1669739133.171192,75
1669739133.278630,83
1669739133.384559,82
1669739133.491049,86
1669739133.597034,85
1669739133.703351,96
1669739133.809938,96
1669739133.915680,92
1669739134.022171,95
1669739134.128372,90
1669739134.238598,92
1669739134.344567,77
1669739134.451655,77
1669739134.559701,76
1669739134.673261,75
1669739134.779856,77
1669739134.886567,78
1669739134.993350,78
1669739135.103996,80
1669739135.211787,81
1669739135.318073,81
1669739135.425430,80
1669739135.532024,79
1669739135.639038,79
1669739135.746016,84
1669739135.852360,85
1669739135.959926,90
1669739136.066767,88
1669739136.173610,98
1669739136.280360,98
1669739136.392438,100
1669739136.500124,94
1669739136.607236,93
1669739136.712862,98
1669739136.821404,98
1669739136.930504,75
1669739137.035799,75
1669739137.142688,72
1669739137.255745,39
1669739137.362090,39
1669739137.470598,40
1669739137.579234,39
1669739137.685037,41
1669739137.795048,41
1669739137.904552,42
1669739138.011264,41
1669739138.117064,40
1669739138.224086,40
1669739138.330586,42
1669739138.438227,41
1669739138.545042,40
1669739138.656271,41
1669739138.763689,42
1669739138.870742,43
1669739138.977590,43
1669739139.091678,43
1669739139.198629,43
1669739139.305629,44
1669739139.414213,44
1669739139.519638,44
1669739139.626238,45
1669739139.735298,46
1669739139.841300,44
1669739139.947861,45
1669739140.055877,45
1669739140.160979,44
1669739140.266968,46
1669739140.372905,46
1669739140.479433,46
1669739140.584614,45
1669739140.690679,46
1669739140.797000,46
1669739140.902654,47
1669739141.008538,47
1669739141.116375,47
1669739141.225392,47
1669739141.334809,49
1669739141.445008,48
1669739141.552242,48
1669739141.659302,49
1669739141.768808,49
1669739141.880186,49
1669739141.986184,48
1669739142.091494,48
1669739142.200064,50
1669739142.306692,51
1669739142.411926,50
1669739142.517365,50
1669739142.624371,51
1669739142.730534,51
1669739142.839927,52
1669739142.949393,51
1669739143.056146,58
1669739143.162753,61
1669739143.270121,68
1669739143.376242,74
1669739143.487815,81
1669739143.593798,81
1669739143.700741,55
1669739143.809638,54
1669739143.916724,64
1669739144.028803,64
1669739144.135026,73
1669739144.241757,74
1669739144.349227,81
1669739144.456002,80
1669739144.562270,56
1669739144.668701,54
1669739144.774938,64
1669739144.885471,63
1669739144.991770,74
1669739145.099851,74
1669739145.210708,83
1669739145.318999,82
1669739145.425605,55
1669739145.532156,56
1669739145.646671,56
1669739145.755811,54
1669739145.862101,56
1669739145.968987,56
1669739146.077203,58
1669739146.183812,57
1669739146.289340,57
1669739146.397094,57
1669739146.503881,57
1669739146.610673,57
1669739146.716829,57
1669739146.822232,57
1669739146.929859,57
1669739147.038100,57
1669739147.146072,57
1669739147.252306,57
1669739147.358009,56
1669739147.463953,58
